participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.payable_round,player.payoff_for_trade,player.hl_switch_point,player.hl_draw_row,player.hl_draw_option,player.hl_draw_random,player.savings_interest,player.inflation_effect,player.bid_price_definition,player.mortgage_comparison,player.asset_fluctuations,player.investment_risk,player.long_term_returns,player.stock_mutual_fund_loss,player.bid_ask_spread,player.mutual_fund_statements,player.bond_investment,player.credit_card_payment,player.num_quiz_questions,player.num_correct_answers,player.payoff_for_quiz,player.payoff_for_quiz_expected,player.gender,player.age,player.nationality,player.education,player.study_major,player.course_financial,player.experiment_before,player.trading_experience,player.online_trading_experience,player.trading_frequency,player.portfolio_frequency,player.asset_class,player.use_leverage,player.purpose,player.difficulty,player.pilot_difficulty,player.pilot_instruction_clarity,player.pilot_unclear_open,player.pilot_payoff_understanding,player.pilot_interface_clarity,player.pilot_tech_issues,player.pilot_tech_issues_desc,player.pilot_flow_unsure_steps,player.pilot_one_change,player.pilot_surprises_mismatch,player.pilot_missing_info,player.pilot_confusing_wording,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
22,gjpfewwp,66e9236f775eae67be04229d,0,52,52,post_exp,FinalForProlific,2026-01-13 15:42:30.599968,1,,,115.33,22,,115.33,13,0.0,10,1,A,0.6892791266735095,Exactly $112,Less than today,The most recent price at which the security traded.,Don't know / Not sure,Bonds,Decrease,Stocks,False,The difference between the lowest ask price and the highest bid price.,Don't know / Not sure,She has lent money to firm B,Between 10 and 15 years,12,5,1.25,3.0,Female,33,United States,undergraduate: 4th year,Other Management,1,0,0,1,Monthly,Monthly,Cryptocurrencies,Yes,Stocks,no,7,4,no issues,4,5,No,no issues,unsure,No changes ,Nothing differed,no,no,4pnyq9ay,,,,,0
23,x2quip9k,66faa830ac165a79e559da2a,0,52,52,post_exp,FinalForProlific,2026-01-13 16:14:34.973346,1,,,110.21,23,,110.21,12,0.0,5,6,B,0.5768498394067534,More than $112,Less than today,The highest price a buyer is currently willing to pay.,True,Stocks,Decrease,Stocks,True,The difference between the lowest ask price and the highest bid price.,"Mutual funds can invest in several assets, for example invest in both stocks and bonds",She owns a part of firm B,Never,12,11,2.75,3.0,Male,32,United Kingdom,master,Other Management,1,0,1,1,Daily,Daily,Cryptocurrencies,Yes,to figure out how intelligent some users are with regards to their finances. ,None :) ,5,5,nothing was unclear,6,6,Yes,no issues,i was never unsure apart from the switching a>b initially,better progress bar,nothing differed,no,no,4pnyq9ay,,,,,0
24,38z77ico,,0,0,52,,,,0,,,0.0,24,,0.0,5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
25,lgiwpk7i,,0,0,52,,,,0,,,0.0,25,,0.0,14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
26,jgarufcq,,0,0,52,,,,0,,,0.0,26,,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
27,zgisca8d,,0,0,52,,,,0,,,0.0,27,,0.0,7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
28,5oburcgm,,0,0,52,,,,0,,,0.0,28,,0.0,6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
29,z7ietb1x,,0,0,52,,,,0,,,0.0,29,,0.0,9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
30,hnfk1zjs,,0,0,52,,,,0,,,0.0,30,,0.0,6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
31,krnljf26,,0,0,52,,,,0,,,0.0,31,,0.0,14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
32,9uzqb6dc,,0,0,52,,,,0,,,0.0,32,,0.0,13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
33,wwo0074q,,0,0,52,,,,0,,,0.0,33,,0.0,7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
34,6v84q6j5,,0,0,52,,,,0,,,0.0,34,,0.0,4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
35,sj1vg6e8,,0,0,52,,,,0,,,0.0,35,,0.0,6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
36,mu8a9r42,,0,0,52,,,,0,,,0.0,36,,0.0,4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
37,529dgch2,,0,0,52,,,,0,,,0.0,37,,0.0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
38,ndsr2beh,,0,0,52,,,,0,,,0.0,38,,0.0,9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
39,zug74087,,0,0,52,,,,0,,,0.0,39,,0.0,7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
40,nm8h5pcd,,0,0,52,,,,0,,,0.0,40,,0.0,5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
41,08epvjnd,,0,0,52,,,,0,,,0.0,41,,0.0,13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
42,v3fezz6w,,0,0,52,,,,0,,,0.0,42,,0.0,9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
43,1gkl8bly,,0,0,52,,,,0,,,0.0,43,,0.0,9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
44,t83zwlpl,,0,0,52,,,,0,,,0.0,44,,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
45,8dkn4djx,,0,0,52,,,,0,,,0.0,45,,0.0,11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
46,8mlria88,,0,0,52,,,,0,,,0.0,46,,0.0,14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
47,dhrfg6h1,,0,0,52,,,,0,,,0.0,47,,0.0,10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
48,aizaiccw,,0,0,52,,,,0,,,0.0,48,,0.0,5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
49,n0xuc51m,,0,0,52,,,,0,,,0.0,49,,0.0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
50,grm1gijl,,0,0,52,,,,0,,,0.0,50,,0.0,9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
51,1nq6xl1g,,0,0,52,,,,0,,,0.0,51,,0.0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
52,pjw7p9xa,,0,0,52,,,,0,,,0.0,52,,0.0,13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
53,4ublzn4i,,0,0,52,,,,0,,,0.0,53,,0.0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
54,ilkjhr3q,,0,0,52,,,,0,,,0.0,54,,0.0,7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
55,drr2l1y2,,0,0,52,,,,0,,,0.0,55,,0.0,4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
56,sl9rwc5a,,0,0,52,,,,0,,,0.0,56,,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
57,x2hsj5c7,,0,0,52,,,,0,,,0.0,57,,0.0,10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
58,rflqbjbn,,0,0,52,,,,0,,,0.0,58,,0.0,6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
59,4towf002,,0,0,52,,,,0,,,0.0,59,,0.0,13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
60,umgvbobn,,0,0,52,,,,0,,,0.0,60,,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
61,3wf5h1tk,,0,0,52,,,,0,,,0.0,61,,0.0,13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
62,rf8acz5y,,0,0,52,,,,0,,,0.0,62,,0.0,13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
63,fo6e43rt,,0,0,52,,,,0,,,0.0,63,,0.0,5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
64,520qxzdd,,0,0,52,,,,0,,,0.0,64,,0.0,10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
65,cl27subt,,0,0,52,,,,0,,,0.0,65,,0.0,7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
66,3lb9k5cs,,0,0,52,,,,0,,,0.0,66,,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
67,4rgajsff,,0,0,52,,,,0,,,0.0,67,,0.0,12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
68,pzjrs995,,0,0,52,,,,0,,,0.0,68,,0.0,12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
69,cabysv2o,,0,0,52,,,,0,,,0.0,69,,0.0,11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
70,t6n91ndd,,0,0,52,,,,0,,,0.0,70,,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
71,1xy6a3bl,,0,0,52,,,,0,,,0.0,71,,0.0,14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
72,np778ny0,,0,0,52,,,,0,,,0.0,72,,0.0,7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
73,3nirtiy3,,0,0,52,,,,0,,,0.0,73,,0.0,12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
74,rrcku73e,,0,0,52,,,,0,,,0.0,74,,0.0,11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
75,rq5o6yy9,,0,0,52,,,,0,,,0.0,75,,0.0,10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
76,1o8fzppx,,0,0,52,,,,0,,,0.0,76,,0.0,7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
77,9d0lmchq,,0,0,52,,,,0,,,0.0,77,,0.0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
78,qtuns9ly,,0,0,52,,,,0,,,0.0,78,,0.0,10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
79,coht1pju,,0,0,52,,,,0,,,0.0,79,,0.0,9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
80,yjww94e3,,0,0,52,,,,0,,,0.0,80,,0.0,4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4pnyq9ay,,,,,0
